time,ghi_actual_wh_m2,ghi_forecast_wh_m2,temp_c,load_kw
2025-03-31 11:00:00,979.72,940.0722140727296,42.1,37.19186105755476
2025-03-31 12:00:00,1010.47,913.1481749009642,42.9,30.799895712817964
2025-03-31 13:00:00,931.28,760.245162291551,43.26,29.525162892232917
2025-03-31 14:00:00,780.2,550.3899489889986,43.24,30.612978203527224
2025-03-31 15:00:00,547.12,353.89732450623,42.74,35.94624227821413
2025-03-31 16:00:00,290.88,115.21345173524745,41.74,42.57622134620581
2025-03-31 17:00:00,78.8,-56.470842825745166,39.6,47.613844435802704
2025-03-31 18:00:00,0.0,-113.7911115361207,37.23,63.994207212437445
2025-03-31 19:00:00,0.0,-10.182412415432012,35.96,76.74538788546876
2025-03-31 20:00:00,0.0,48.04703711512585,34.52,80.79807747062361
2025-03-31 21:00:00,0.0,13.898740769509772,32.48,73.55560742550546
2025-03-31 22:00:00,0.0,-10.250014585220312,30.51,64.85832673283493
2025-03-31 23:00:00,0.0,-21.82427208372057,29.2,48.10236772088642
2025-04-01 00:00:00,0.0,-20.543529788438363,28.39,19.687076813128172
2025-04-01 01:00:00,0.0,-7.1989232872204525,27.79,19.484024059757516
2025-04-01 02:00:00,0.0,16.70701860323929,27.15,21.09417821374935
2025-04-01 03:00:00,0.0,49.47660536230122,26.48,21.624288104804325
2025-04-01 04:00:00,0.0,88.92627373982381,25.85,24.212199795382634
2025-04-01 05:00:00,0.0,132.4023923107727,25.32,30.17045205280012
2025-04-01 06:00:00,48.1,186.8564462791703,26.06,40.096158993270144
2025-04-01 07:00:00,232.15,336.2638582681418,29.12,42.412166883895786
2025-04-01 08:00:00,464.52,628.2023006683496,32.84,46.93242078317814
2025-04-01 09:00:00,645.12,811.5801112233737,35.77,43.881698193082116
2025-04-01 10:00:00,837.1,841.6767220700739,37.97,36.05193972023402
2025-04-01 11:00:00,1003.08,933.7368215177414,39.53,35.00597554582716
2025-04-01 12:00:00,947.33,943.1739558666249,40.5,30.86036167042529
2025-04-01 13:00:00,906.38,625.7586080288208,40.92,28.33926942080456
2025-04-01 14:00:00,757.53,585.8540842521318,40.81,30.979701938505873
2025-04-01 15:00:00,531.72,344.2026804248944,40.19,35.22890284079375
2025-04-01 16:00:00,280.55,112.03296161410869,38.87,44.31637160970844
2025-04-01 17:00:00,79.85,-59.96639645870627,36.63,49.950864507143805
2025-04-01 18:00:00,0.0,-106.86208800154547,33.5,64.71640412304043
2025-04-01 19:00:00,0.0,-18.14820594667252,32.7,74.54176843932835
2025-04-01 20:00:00,0.0,42.58257931849023,31.84,85.09074408121673
2025-04-01 21:00:00,0.0,10.860665352723544,30.99,75.91644459601552
2025-04-01 22:00:00,0.0,-10.882097390055035,30.2,60.01462738353188
2025-04-01 23:00:00,0.0,-21.742713012129,29.24,47.720797417630735
2025-04-02 00:00:00,0.0,-20.91054561060045,28.21,18.95569820658331
2025-04-02 01:00:00,0.0,-8.157242378421472,27.32,20.062292665982813
2025-04-02 02:00:00,0.0,15.422463225671962,26.52,20.227520563048703
2025-04-02 03:00:00,0.0,47.86581369836759,25.69,20.92281802824951
2025-04-02 04:00:00,0.0,87.39704114748176,25.1,25.215216962735617
2025-04-02 05:00:00,0.0,131.0770573974096,24.67,29.56126931578119
2025-04-02 06:00:00,33.88,184.89927904401665,25.14,37.78158154567768
2025-04-02 07:00:00,177.6,311.66054469156484,27.39,43.45577385025691
2025-04-02 08:00:00,359.95,564.7688869821498,31.27,46.55694895279386
2025-04-02 09:00:00,543.62,719.6393572980887,34.27,44.757504602148785
2025-04-02 10:00:00,793.1,818.8581854105363,36.77,37.1882723648471
2025-04-02 11:00:00,983.05,997.6747520617791,38.65,34.16085043054744
2025-04-02 12:00:00,955.95,957.5681120341316,39.9,30.971855817172564
2025-04-02 13:00:00,882.67,659.0994512759164,40.56,29.42519732904986
2025-04-02 14:00:00,721.92,535.814652997576,40.6,30.473447349260944
2025-04-02 15:00:00,513.17,318.3395776243047,40.04,34.31603484456143
2025-04-02 16:00:00,277.75,127.69281685978817,38.93,42.97884270161719
2025-04-02 17:00:00,78.15,-40.70710880352695,36.61,48.94038366211348
2025-04-02 18:00:00,0.0,-107.1159764659688,32.89,63.73962866609452
2025-04-02 19:00:00,0.0,-17.583132709004715,31.93,76.7540549641774
2025-04-02 20:00:00,0.0,41.175685333535526,31.15,82.59405480927511
2025-04-02 21:00:00,0.0,9.59649974305411,30.37,74.7205648533794
2025-04-02 22:00:00,0.0,-12.288991375009717,29.51,62.69648339009254
2025-04-02 23:00:00,0.0,-22.84376047861528,28.7,49.84629733359641
2025-04-03 00:00:00,0.0,-21.37951027225202,27.98,20.366506949846514
2025-04-03 01:00:00,0.0,-8.198021914217264,27.3,19.79066906368447
2025-04-03 02:00:00,0.0,15.218565546693029,26.42,20.783096263201525
2025-04-03 03:00:00,0.0,47.84542393046969,25.68,21.84466670067324
2025-04-03 04:00:00,0.0,87.41743091537964,25.11,24.702098735753328
2025-04-03 05:00:00,0.0,130.91393925422642,24.59,30.633828595395663
